DATE,GEPUCURRENT
2014-09-01,122.98431868862015
2014-10-01,118.76413605114895
2014-11-01,113.13990416278227
2014-12-01,111.53233507715576
2015-01-01,135.72285172945988
2015-02-01,112.23353789783835
2015-03-01,103.66977707716143
2015-04-01,101.3154383438641
2015-05-01,106.04176942710282
2015-06-01,117.47492676264457
2015-07-01,128.81110546005257
2015-08-01,130.92959701443775
2015-09-01,173.71848571208247
2015-10-01,124.61277273924334
2015-11-01,101.49799763093168
2015-12-01,113.24196103866893
2016-01-01,149.72874540780876
2016-02-01,154.91925557940723
2016-03-01,165.73092469387808
2016-04-01,143.9289875936155
2016-05-01,131.88565446399426
2016-06-01,242.07676561633943
2016-07-01,234.47700751841958
2016-08-01,143.11291388076762
2016-09-01,148.43770360116156
2016-10-01,133.45412298278978
2016-11-01,249.39370748798768
2016-12-01,220.96284496915996
2017-01-01,263.99275250502956
2017-02-01,200.61947472374834
2017-03-01,233.91350049533148
2017-04-01,179.63985234186788
2017-05-01,164.48039603030819
2017-06-01,169.0384896014175
2017-07-01,147.23220800245124
2017-08-01,140.09961988426392
2017-09-01,156.35293820484986
2017-10-01,148.63338368659268
2017-11-01,155.13202646545423
2017-12-01,148.60747827607463
2018-01-01,150.55800740774293
2018-02-01,123.84459347369267
2018-03-01,167.38927108426756
2018-04-01,155.75156905640645
2018-05-01,174.6155535197354
2018-06-01,176.67604731268668
2018-07-01,220.88914349445247
2018-08-01,178.8514483308267
2018-09-01,194.20176937744293
2018-10-01,219.54508221888716
2018-11-01,244.48545406445953
2018-12-01,268.49564036533445
2019-01-01,260.744528705859
2019-02-01,204.4994834035694
2019-03-01,248.7003939594026
2019-04-01,190.023547047053
2019-05-01,238.4779020945543
2019-06-01,312.933058435814
2019-07-01,258.73604375602173
2019-08-01,314.85973970501794
2019-09-01,271.81195211388416
2019-10-01,256.44762122139315
2019-11-01,251.25001529018752
2019-12-01,263.903608900015
2020-01-01,225.61339533931786
2020-02-01,227.88109658085756
2020-03-01,355.4942020615791
2020-04-01,356.1899991722153
2020-05-01,428.0073341169567
2020-06-01,326.408323383394
2020-07-01,349.23638572398846
2020-08-01,299.2154571187518
2020-09-01,288.7713585601364
2020-10-01,305.42733504759315
2020-11-01,364.8301466724719
2020-12-01,293.59218370804183
2021-01-01,278.7288046461401
2021-02-01,214.31944604058404
2021-03-01,213.79240825756702
2021-04-01,197.55932552574018
2021-05-01,189.15604188456666
2021-06-01,177.3518875659172
2021-07-01,204.07084704982796
2021-08-01,214.0332287005847
2021-09-01,203.99433128802588
2021-10-01,193.5965138267172
2021-11-01,226.43658108296393
2021-12-01,263.9175164186475
2022-01-01,230.5524708270511
2022-02-01,190.71892420997915
2022-03-01,327.51623035592394
2022-04-01,299.3697745930433
2022-05-01,287.8856413407828
2022-06-01,272.230457252587
2022-07-01,313.4596663096189
2022-08-01,254.9601944670582
2022-09-01,279.8017503194968
2022-10-01,298.66450427853255
2022-11-01,329.30435894303076
2022-12-01,260.640858623375
2023-01-01,249.37360902047064
2023-02-01,245.43961727394893
2023-03-01,314.08589758877514
2023-04-01,237.4630077307459
2023-05-01,234.93382919662972
