"Date","Price","Open","High","Low","Vol.","Change %"
"03/16/2022","436.61","442.21","456.86","434.33","","-1.26%"
"03/15/2022","442.21","472.02","472.02","430.17","","-6.31%"
"03/14/2022","472.01","489.08","490.81","457.04","","-4.81%"
"03/11/2022","495.88","487.00","499.90","472.75","","3.20%"
"03/10/2022","480.52","501.00","518.56","478.58","","-2.17%"
"03/09/2022","491.16","566.80","573.40","469.96","","-12.15%"
"03/08/2022","559.12","547.25","584.84","530.20","","3.55%"
"03/07/2022","539.96","573.97","573.97","523.36","","3.22%"
"03/04/2022","523.12","494.09","524.25","485.14","","7.44%"
"03/03/2022","486.89","501.18","526.69","481.60","","-2.65%"
"03/02/2022","500.14","481.06","508.55","475.90","","6.95%"
"03/01/2022","467.62","433.93","482.68","433.93","","8.03%"
"02/28/2022","432.84","437.50","441.03","427.10","","4.51%"
"02/25/2022","414.15","428.26","432.29","407.37","","-1.31%"
"02/24/2022","419.67","419.67","454.44","418.40","","0.77%"
"02/23/2022","416.45","415.59","424.45","409.94","","0.21%"
"02/22/2022","415.59","418.93","429.20","412.60","","1.89%"
"02/18/2022","407.88","406.52","411.63","395.54","","0.19%"
"02/17/2022","407.11","415.20","415.20","402.77","","-1.95%"
"02/16/2022","415.20","407.87","420.71","405.70","","1.80%"
"02/15/2022","407.87","422.74","422.74","402.21","","-3.52%"
"02/14/2022","422.74","413.33","424.18","409.08","","2.28%"
"02/11/2022","413.32","400.18","419.43","396.73","","3.30%"
"02/10/2022","400.11","400.97","407.93","396.82","","0.12%"
"02/09/2022","399.63","399.01","403.19","393.87","","0.49%"
"02/08/2022","397.69","406.61","407.74","394.01","","-2.13%"
"02/07/2022","406.36","408.59","412.59","403.78","","-1.07%"
"02/04/2022","410.76","401.10","414.58","400.88","","2.26%"
"02/03/2022","401.68","392.73","401.99","386.02","","2.28%"
"02/02/2022","392.73","392.46","399.10","387.66","","0.07%"
"02/01/2022","392.46","393.31","395.22","385.34","","0.06%"
"01/31/2022","392.24","390.59","392.59","384.36","","1.53%"
"01/28/2022","386.31","388.76","395.12","384.71","","0.24%"
"01/27/2022","385.38","388.67","393.92","384.26","","-0.85%"
"01/26/2022","388.67","379.72","391.29","378.30","","2.05%"
"01/25/2022","380.88","370.69","381.28","369.31","","2.75%"
"01/24/2022","370.69","381.99","383.01","364.55","","-2.15%"
"01/21/2022","378.82","374.06","380.65","368.37","","-0.48%"
"01/20/2022","380.65","378.15","387.41","377.04","","-0.29%"
"01/19/2022","381.76","383.18","386.12","378.60","","1.14%"
"01/18/2022","377.44","370.63","378.86","370.63","","1.84%"
"01/14/2022","370.63","361.86","371.34","360.84","","2.06%"
"01/13/2022","363.15","365.13","366.22","361.79","","-0.52%"
"01/12/2022","365.03","359.10","366.87","358.54","","1.70%"
"01/11/2022","358.92","345.70","360.37","345.70","","3.82%"
"01/10/2022","345.70","347.33","351.09","344.10","","-0.87%"
"01/07/2022","348.73","351.38","355.62","347.18","","-0.70%"
"01/06/2022","351.20","341.21","354.61","339.14","","2.07%"
"01/05/2022","344.09","340.28","347.31","338.21","","1.12%"
"01/04/2022","340.28","335.82","343.07","334.63","","1.20%"
"01/03/2022","336.26","335.11","337.81","328.35","","1.16%"
"12/31/2021","332.41","340.28","340.59","331.40","","-2.31%"
"12/30/2021","340.28","338.42","342.18","334.93","","0.56%"
"12/29/2021","338.38","336.48","341.96","333.21","","0.76%"
"12/28/2021","335.81","335.20","339.97","333.83","","0.54%"
"12/27/2021","334.00","326.13","335.77","320.79","","2.41%"
"12/23/2021","326.13","321.58","326.40","319.50","","1.42%"
"12/22/2021","321.58","314.95","321.80","313.23","","2.31%"
"12/21/2021","314.33","305.89","315.92","303.02","","3.66%"
"12/20/2021","303.23","306.20","307.30","292.32","","-2.98%"
"12/17/2021","312.56","316.80","318.44","308.23","","-1.98%"
"12/16/2021","318.88","315.61","321.44","313.22","","2.11%"
"12/15/2021","312.29","309.77","313.40","305.93","","0.20%"
"12/14/2021","311.67","314.06","317.24","306.41","","-0.76%"
"12/13/2021","314.06","316.63","321.78","311.80","","-0.58%"
"12/10/2021","315.88","312.04","318.80","310.14","","1.00%"
"12/09/2021","312.76","319.58","323.17","312.28","","-1.95%"
"12/08/2021","318.97","316.70","321.73","312.61","","0.44%"
"12/07/2021","317.58","307.48","321.81","307.09","","3.68%"
"12/06/2021","306.30","297.70","306.69","296.64","","4.88%"
"12/03/2021","292.06","296.95","305.02","289.85","","-0.36%"
"12/02/2021","293.11","289.02","296.68","275.39","","1.42%"
"12/01/2021","289.01","295.10","306.25","288.53","","-0.92%"
"11/30/2021","291.70","312.24","313.83","284.17","","-5.39%"
"11/29/2021","308.32","314.58","321.28","307.88","","2.64%"
"11/26/2021","300.38","341.24","341.82","297.39","","-13.06%"
"11/24/2021","345.52","344.86","349.13","343.84","","-0.14%"
"11/23/2021","346.00","338.29","347.55","331.94","","2.28%"
"11/22/2021","338.29","332.95","340.05","331.28","","1.07%"
"11/19/2021","334.72","345.16","349.61","331.10","","-3.15%"
"11/18/2021","345.60","341.68","347.23","337.01","","1.11%"
"11/17/2021","341.81","350.58","350.58","339.21","","-2.75%"
"11/16/2021","351.46","351.16","355.61","348.11","","-0.01%"
"11/15/2021","351.51","351.95","352.35","345.07","","0.08%"
"11/12/2021","351.24","353.45","354.15","346.79","","-0.91%"
"11/11/2021","354.46","352.97","356.93","348.26","","0.42%"
"11/10/2021","352.97","366.39","366.85","352.42","","-3.15%"
"11/09/2021","364.47","355.48","364.66","354.77","","2.53%"
"11/08/2021","355.48","352.83","358.57","352.83","","0.80%"
"11/05/2021","352.65","345.62","354.86","342.63","","3.12%"
"11/04/2021","341.97","348.27","361.89","339.72","","-2.54%"
"11/03/2021","350.87","364.10","364.10","350.09","","-3.63%"
"11/02/2021","364.10","364.71","366.23","359.85","","-0.17%"
"11/01/2021","364.71","362.63","368.31","359.11","","0.57%"
"10/29/2021","362.63","359.72","363.27","353.38","","0.92%"
"10/28/2021","359.33","358.67","359.63","349.87","","0.18%"
"10/27/2021","358.67","367.31","367.31","357.42","","-2.35%"
"10/26/2021","367.31","362.84","368.22","360.06","","1.06%"
"10/25/2021","363.45","363.45","370.56","362.40","","0.00%"
"10/22/2021","363.45","357.98","363.62","354.81","","1.53%"
"10/21/2021","357.98","361.97","364.23","350.60","","-1.10%"
"10/20/2021","361.97","357.72","362.19","350.64","","1.19%"
"10/19/2021","357.72","354.46","360.10","351.86","","0.92%"
"10/18/2021","354.46","357.02","360.93","352.42","","-0.05%"
"10/15/2021","354.63","351.47","355.67","351.20","","1.19%"
"10/14/2021","350.47","346.35","352.03","346.21","","1.19%"
"10/13/2021","346.34","346.86","348.68","341.86","","-0.15%"
"10/12/2021","346.86","346.66","350.77","342.20","","0.06%"
"10/11/2021","346.66","341.62","352.89","341.62","","1.47%"
"10/08/2021","341.62","339.10","344.97","338.71","","1.28%"
"10/07/2021","337.31","333.56","338.43","322.96","","1.12%"
"10/06/2021","333.56","340.02","343.64","332.01","","-1.90%"
"10/05/2021","340.02","334.38","342.30","333.73","","1.69%"
"10/04/2021","334.38","326.88","337.57","324.51","","2.29%"
"10/01/2021","326.88","323.22","327.31","319.82","","1.13%"
"09/30/2021","323.22","322.36","327.66","315.12","","0.27%"
"09/29/2021","322.36","324.34","326.45","317.66","","-0.61%"
"09/28/2021","324.34","325.03","330.24","320.42","","-0.21%"
"09/27/2021","325.03","318.69","326.23","318.69","","1.99%"
"09/24/2021","318.69","315.76","319.90","313.74","","0.93%"
"09/23/2021","315.76","311.15","316.58","308.57","","1.48%"
"09/22/2021","311.15","303.66","311.41","303.66","","2.47%"
"09/21/2021","303.66","302.15","307.84","299.01","","0.50%"
"09/20/2021","302.15","308.35","308.70","300.47","","-2.34%"
"09/17/2021","309.39","311.76","312.19","306.03","","-0.76%"
"09/16/2021","311.76","311.58","313.26","307.27","","0.06%"
"09/15/2021","311.58","302.54","313.91","302.54","","2.99%"
"09/14/2021","302.54","302.39","305.61","300.48","","0.05%"
"09/13/2021","302.39","299.74","304.53","299.74","","1.04%"
"09/10/2021","299.27","292.53","300.24","290.64","","2.30%"
"09/09/2021","292.53","297.49","299.91","290.17","","-1.67%"
"09/08/2021","297.49","293.41","299.38","293.41","","1.39%"
"09/07/2021","293.41","297.45","298.01","290.41","","-1.36%"
"09/03/2021","297.45","300.45","302.73","297.02","","-1.00%"
"09/02/2021","300.45","294.44","303.07","291.31","","2.04%"
"09/01/2021","294.44","293.88","297.19","288.17","","0.13%"
"08/31/2021","294.05","297.10","297.62","292.81","","-1.03%"
"08/30/2021","297.10","297.32","298.17","290.49","","0.68%"
"08/27/2021","295.08","289.42","296.41","289.42","","1.96%"
"08/26/2021","289.42","293.45","293.45","287.74","","-1.37%"
"08/25/2021","293.45","289.93","293.62","287.35","","1.21%"
"08/24/2021","289.93","281.77","290.49","280.79","","2.89%"
"08/23/2021","281.77","267.05","283.27","267.05","","5.63%"
"08/20/2021","266.75","273.66","274.82","266.23","","-2.14%"
"08/19/2021","272.58","279.92","279.92","267.95","","-2.62%"
"08/18/2021","279.92","284.77","288.55","279.37","","-1.70%"
"08/17/2021","284.77","287.82","289.45","283.83","","-1.06%"
"08/16/2021","287.82","292.80","292.80","281.30","","-1.70%"
"08/13/2021","292.80","295.76","296.11","291.64","","-1.00%"
"08/12/2021","295.76","296.62","297.86","292.97","","-0.19%"
"08/11/2021","296.31","292.19","296.91","285.42","","1.41%"
"08/10/2021","292.19","284.52","294.70","284.52","","2.70%"
"08/09/2021","284.52","292.23","292.23","278.87","","-2.64%"
"08/06/2021","292.23","295.87","300.32","290.26","","-1.17%"
"08/05/2021","295.70","291.67","296.72","289.40","","1.38%"
"08/04/2021","291.67","301.52","303.02","290.43","","-3.42%"
"08/03/2021","301.99","305.75","307.89","296.34","","-0.98%"
"08/02/2021","304.98","315.98","316.07","302.03","","-3.64%"
"07/30/2021","316.49","315.08","317.69","312.17","","0.45%"
"07/29/2021","315.08","309.99","315.25","309.30","","1.70%"
"07/28/2021","309.82","306.65","310.67","306.65","","1.03%"
"07/27/2021","306.65","308.96","309.56","304.21","","-0.36%"
"07/26/2021","307.76","308.45","309.77","302.03","","-0.22%"
"07/23/2021","308.45","307.76","308.57","305.66","","0.22%"
"07/22/2021","307.76","300.65","307.89","298.99","","2.29%"
"07/21/2021","300.87","287.60","301.68","284.65","","4.61%"
"07/20/2021","287.60","285.33","288.71","278.66","","1.28%"
"07/19/2021","283.96","305.15","305.23","281.31","","-7.28%"
"07/16/2021","306.26","305.49","308.23","300.35","","0.25%"
"07/15/2021","305.49","310.88","310.88","303.99","","-1.73%"
"07/14/2021","310.88","319.70","320.48","307.15","","-2.76%"
"07/13/2021","319.70","314.54","320.63","312.90","","1.64%"
"07/12/2021","314.54","316.34","317.23","310.45","","-0.57%"
"07/09/2021","316.34","310.20","317.17","308.52","","2.22%"
"07/08/2021","309.48","306.51","309.69","300.36","","1.03%"
"07/07/2021","306.34","312.58","317.58","301.76","","-1.59%"
"07/06/2021","311.30","323.44","326.62","309.52","","-2.38%"
"07/02/2021","318.90","319.19","320.76","315.80","","-0.09%"
"07/01/2021","319.19","311.73","323.31","311.39","","2.40%"
"06/30/2021","311.73","309.65","314.53","308.97","","0.67%"
"06/29/2021","309.65","309.35","313.17","305.40","","0.10%"
"06/28/2021","309.35","314.19","315.84","308.20","","-1.54%"
"06/25/2021","314.18","311.00","314.74","309.14","","1.02%"
"06/24/2021","311.00","310.07","312.23","306.89","","0.30%"
"06/23/2021","310.07","309.09","314.95","308.96","","0.32%"
"06/22/2021","309.09","310.24","311.68","307.52","","-0.37%"
"06/21/2021","310.24","303.58","310.87","300.35","","2.57%"
"06/18/2021","302.47","300.31","304.68","296.49","","0.72%"
"06/17/2021","300.31","305.27","305.91","295.13","","-1.63%"
"06/16/2021","305.27","304.89","308.58","303.79","","0.13%"
"06/15/2021","304.89","299.67","305.14","299.33","","1.74%"
"06/14/2021","299.67","299.54","302.94","298.99","","0.04%"
"06/11/2021","299.54","297.17","300.66","294.67","","0.76%"
"06/10/2021","297.29","295.56","298.81","290.69","","0.45%"
"06/09/2021","295.97","296.33","298.73","293.87","","-0.12%"
"06/08/2021","296.33","292.85","296.58","289.68","","1.19%"
"06/07/2021","292.85","294.50","296.11","291.62","","-0.56%"
"06/04/2021","294.50","291.07","295.09","289.08","","1.18%"
"06/03/2021","291.07","291.16","293.57","288.49","","-0.03%"
"06/02/2021","291.16","286.46","291.88","286.46","","1.64%"
"06/01/2021","286.46","283.25","291.28","282.99","","2.11%"
"05/28/2021","280.54","282.78","285.53","279.95","","-0.79%"
"05/27/2021","282.78","280.07","282.91","276.99","","0.97%"
"05/26/2021","280.07","279.48","280.96","276.05","","0.21%"
"05/25/2021","279.48","279.40","281.34","276.69","","0.03%"
"05/24/2021","279.40","268.95","279.61","268.95","","3.89%"
"05/21/2021","268.95","262.01","270.98","260.45","","2.65%"
"05/20/2021","262.01","267.98","270.47","261.21","","-2.23%"
"05/19/2021","267.98","276.14","276.43","262.18","","-3.28%"
"05/18/2021","277.07","280.37","283.46","271.44","","-1.18%"
"05/17/2021","280.37","276.48","280.92","274.36","","1.41%"
"05/14/2021","276.48","270.05","276.56","268.10","","2.38%"
"05/13/2021","270.05","279.61","279.61","267.08","","-3.42%"
"05/12/2021","279.61","276.46","281.84","274.89","","1.23%"
"05/11/2021","276.22","274.51","276.99","269.50","","0.56%"
"05/10/2021","274.68","274.96","278.15","270.61","","0.04%"
"05/07/2021","274.57","274.70","276.01","270.38","","0.29%"
"05/06/2021","273.77","275.59","279.10","272.92","","-1.40%"
"05/05/2021","277.66","277.91","282.40","274.74","","-0.09%"
"05/04/2021","277.91","272.84","278.55","271.99","","1.86%"
"05/03/2021","272.84","269.24","273.60","266.28","","1.43%"
"04/30/2021","268.99","274.66","274.78","266.91","","-2.20%"
"04/29/2021","275.04","269.66","276.94","269.49","","1.80%"
"04/28/2021","270.17","266.28","272.96","265.18","","1.46%"
"04/27/2021","266.28","262.30","266.66","262.01","","1.66%"
"04/26/2021","261.92","262.64","263.57","256.72","","-0.37%"
"04/23/2021","262.89","262.01","264.08","259.21","","1.16%"
"04/22/2021","259.89","258.20","261.75","256.46","","0.13%"
"04/21/2021","259.55","265.14","265.14","257.52","","-2.11%"
"04/20/2021","265.14","269.03","272.33","260.36","","-1.20%"
"04/19/2021","268.35","265.94","269.45","265.14","","0.38%"
"04/16/2021","267.33","268.69","270.46","266.07","","-0.50%"
"04/15/2021","268.69","267.46","269.11","264.92","","0.46%"
"04/14/2021","267.46","255.22","268.65","255.22","","4.94%"
"04/13/2021","254.86","252.99","256.47","252.63","","0.81%"
"04/12/2021","252.80","251.62","257.21","248.72","","0.65%"
"04/09/2021","251.16","252.35","253.73","250.32","","-0.47%"
"04/08/2021","252.35","253.07","253.28","249.09","","-0.28%"
"04/07/2021","253.06","250.69","254.21","246.08","","0.74%"
"04/06/2021","251.20","249.89","257.76","248.20","","1.16%"
"04/05/2021","248.32","260.18","260.18","244.05","","-4.56%"
"04/01/2021","260.18","250.48","261.40","249.42","","3.87%"
"03/31/2021","250.48","256.37","258.99","249.80","","-2.30%"
"03/30/2021","256.37","260.64","263.14","253.87","","-1.64%"
"03/29/2021","260.64","257.00","261.49","251.58","","0.97%"
"03/26/2021","258.14","248.32","259.75","248.24","","4.12%"
"03/25/2021","247.94","259.03","259.03","243.24","","-4.28%"
"03/24/2021","259.03","244.55","259.67","243.11","","5.92%"
"03/23/2021","244.55","260.64","260.64","242.82","","-6.17%"
"03/22/2021","260.64","258.48","262.63","255.56","","0.20%"
"03/19/2021","260.13","252.34","261.40","249.89","","2.30%"
"03/18/2021","254.29","273.51","274.65","252.85","","-7.07%"
"03/17/2021","273.64","275.42","276.86","269.45","","-0.35%"
"03/16/2021","274.61","277.07","277.15","270.42","","-0.89%"
"03/15/2021","277.07","279.18","281.30","271.94","","-0.30%"
"03/12/2021","277.91","279.44","280.28","276.90","","-0.55%"
"03/11/2021","279.44","273.69","279.61","273.08","","2.45%"
"03/10/2021","272.75","270.81","274.80","267.23","","0.67%"
"03/09/2021","270.93","274.73","279.09","269.99","","-1.54%"
"03/08/2021","275.16","279.52","287.50","273.23","","-1.56%"
"03/05/2021","279.52","271.61","280.79","270.00","","3.54%"
"03/04/2021","269.96","256.93","274.27","256.09","","4.16%"
"03/03/2021","259.17","251.35","262.18","251.05","","2.56%"
"03/02/2021","252.70","254.90","258.88","251.43","","-1.47%"
"03/01/2021","256.47","264.33","266.11","253.72","","-1.40%"
"02/26/2021","260.10","268.27","268.39","259.47","","-3.20%"
"02/25/2021","268.69","268.77","269.83","264.97","","0.49%"
"02/24/2021","267.38","259.00","268.01","257.86","","2.51%"
"02/23/2021","260.82","260.65","266.40","256.63","","-0.05%"
"02/22/2021","260.95","252.28","261.45","251.35","","4.12%"
"02/19/2021","250.63","252.66","255.11","247.88","","-2.10%"
"02/18/2021","256.00","261.11","263.36","252.99","","-1.03%"
"02/17/2021","258.66","253.76","259.30","252.02","","1.80%"
"02/16/2021","254.09","254.01","255.02","251.05","","1.18%"
"02/12/2021","251.13","244.75","252.57","242.38","","2.13%"
"02/11/2021","245.89","247.42","247.70","245.27","","-0.74%"
"02/10/2021","247.71","246.36","248.57","245.22","","0.55%"
"02/09/2021","246.36","245.02","247.41","241.79","","0.69%"
"02/08/2021","244.66","240.37","245.36","240.37","","1.98%"
"02/05/2021","239.92","238.62","241.74","238.40","","1.10%"
"02/04/2021","237.31","235.83","238.78","233.38","","0.97%"
"02/03/2021","235.03","231.95","237.56","231.31","","1.70%"
"02/02/2021","231.10","226.16","233.17","225.66","","2.26%"
"02/01/2021","226.00","219.33","226.12","218.99","","2.59%"
"01/29/2021","220.30","220.38","224.69","219.20","","-0.27%"
"01/28/2021","220.89","221.23","226.04","220.38","","-0.96%"
"01/27/2021","223.04","222.03","224.90","218.82","","0.46%"
"01/26/2021","222.03","222.70","224.68","220.72","","-0.30%"
"01/25/2021","222.70","220.59","223.16","218.78","","0.96%"
"01/22/2021","220.59","223.75","223.88","217.09","","-1.62%"
"01/21/2021","224.22","224.98","225.40","222.66","","-0.34%"
"01/20/2021","224.98","224.47","227.09","224.05","","0.62%"
"01/19/2021","223.58","220.93","224.38","220.38","","1.07%"
"01/15/2021","221.22","227.17","227.29","219.02","","-2.24%"
"01/14/2021","226.28","223.35","226.41","220.75","","1.25%"
"01/13/2021","223.49","225.07","227.70","222.07","","-0.54%"
"01/12/2021","224.71","220.26","224.95","219.88","","1.84%"
"01/11/2021","220.64","220.87","221.25","217.50","","0.02%"
"01/08/2021","220.60","215.11","220.98","214.60","","2.77%"
"01/07/2021","214.64","213.16","216.50","212.82","","0.40%"
"01/06/2021","213.80","210.84","215.10","209.07","","1.40%"
"01/05/2021","210.84","200.16","211.94","199.86","","4.85%"
"01/04/2021","201.09","204.51","210.38","199.57","","-1.85%"
"12/31/2020","204.88","204.38","205.01","201.76","","0.25%"
"12/30/2020","204.38","203.11","205.47","201.17","","0.83%"
"12/29/2020","202.69","201.08","204.12","201.08","","0.80%"
"12/28/2020","201.08","203.66","206.74","200.79","","-1.26%"
"12/24/2020","203.65","202.90","205.22","200.87","","0.23%"
"12/23/2020","203.19","197.83","204.79","194.91","","2.34%"
"12/22/2020","198.54","201.80","202.13","196.77","","-1.98%"
"12/21/2020","202.55","205.13","205.17","195.29","","-2.58%"
"12/18/2020","207.92","204.96","208.72","203.86","","1.44%"
"12/17/2020","204.96","202.76","206.06","202.72","","1.13%"
"12/16/2020","202.68","201.41","203.10","199.93","","0.46%"
"12/15/2020","201.75","199.05","202.17","197.27","","1.34%"
"12/14/2020","199.09","197.40","200.86","193.85","","0.86%"
"12/11/2020","197.40","198.29","200.38","196.49","","-0.45%"
"12/10/2020","198.29","193.01","202.23","193.01","","2.73%"
"12/09/2020","193.01","193.35","196.04","190.62","","-0.17%"
"12/08/2020","193.35","194.02","194.71","191.47","","-0.34%"
"12/07/2020","194.02","195.33","197.28","192.32","","-1.08%"
"12/04/2020","196.13","193.76","197.91","193.68","","1.36%"
"12/03/2020","193.51","190.32","194.35","189.43","","0.80%"
"12/02/2020","191.98","187.27","194.61","186.21","","1.64%"
"12/01/2020","188.88","191.72","193.72","187.15","","-1.74%"
"11/30/2020","192.23","191.55","194.14","188.37","","-0.42%"
"11/27/2020","193.04","190.70","193.80","188.92","","-0.39%"
"11/25/2020","193.80","190.02","196.00","189.64","","1.78%"
"11/24/2020","190.41","182.99","191.59","182.39","","4.30%"
"11/23/2020","182.56","180.06","183.75","179.38","","1.51%"
"11/20/2020","179.85","176.58","180.06","176.58","","1.24%"
"11/19/2020","177.64","177.09","178.40","175.01","","-0.26%"
"11/18/2020","178.11","175.95","180.91","175.14","","0.86%"
"11/17/2020","176.58","176.24","177.77","173.06","","0.19%"
"11/16/2020","176.24","172.72","179.46","172.38","","2.90%"
"11/13/2020","171.28","173.95","174.25","171.15","","-2.44%"
"11/12/2020","175.56","177.35","179.99","175.06","","-0.79%"
"11/11/2020","176.96","177.09","183.73","176.41","","0.19%"
"11/10/2020","176.63","172.11","176.67","168.38","","2.63%"
"11/09/2020","172.11","161.55","176.48","161.04","","8.46%"
"11/06/2020","158.69","164.20","164.63","158.43","","-4.25%"
"11/05/2020","165.74","166.76","168.13","163.65","","-0.92%"
"11/04/2020","167.28","164.20","167.62","159.24","","3.96%"
"11/03/2020","160.91","157.28","163.69","156.25","","2.31%"
"11/02/2020","157.28","145.27","157.83","144.67","","2.85%"
"10/30/2020","152.92","154.24","156.29","150.44","","-1.05%"
"10/29/2020","154.54","160.31","161.29","149.24","","-3.26%"
"10/28/2020","159.75","169.07","169.07","158.04","","-5.51%"
"10/27/2020","169.07","165.52","170.14","164.58","","2.62%"
"10/26/2020","164.75","166.50","168.17","163.60","","-3.24%"
"10/23/2020","170.26","173.64","174.75","169.11","","-1.94%"
"10/22/2020","173.64","170.69","175.22","169.66","","1.52%"
"10/21/2020","171.03","178.16","178.16","170.01","","-4.00%"
"10/20/2020","178.16","175.43","178.98","172.91","","1.56%"
"10/19/2020","175.43","176.03","177.01","174.32","","-0.15%"
"10/16/2020","175.68","175.60","176.45","172.40","","-0.29%"
"10/15/2020","176.20","176.62","177.61","168.85","","-0.24%"
"10/14/2020","176.62","172.99","176.88","171.45","","2.10%"
"10/13/2020","172.99","169.80","174.30","169.43","","1.92%"
"10/12/2020","169.73","173.50","173.83","168.13","","-2.88%"
"10/09/2020","174.77","177.84","178.43","173.88","","-1.40%"
"10/08/2020","177.25","171.92","177.83","171.11","","3.10%"
"10/07/2020","171.92","170.89","173.60","169.08","","-1.77%"
"10/06/2020","175.02","168.78","175.71","168.30","","3.70%"
"10/05/2020","168.78","159.44","170.80","159.44","","5.86%"
"10/02/2020","159.44","166.11","166.11","157.67","","-4.31%"
"10/01/2020","166.62","173.08","174.11","161.98","","-3.73%"
"09/30/2020","173.08","169.08","173.72","166.45","","2.37%"
"09/29/2020","169.07","174.71","175.10","165.33","","-3.23%"
"09/28/2020","174.71","173.12","175.49","171.27","","0.87%"
"09/25/2020","173.21","173.29","174.84","170.92","","-0.15%"
"09/24/2020","173.46","171.83","173.72","168.43","","0.95%"
"09/23/2020","171.83","171.27","175.18","168.99","","0.33%"
"09/22/2020","171.27","171.70","173.25","168.68","","0.66%"
"09/21/2020","170.15","176.17","178.50","167.35","","-4.31%"
"09/18/2020","177.80","177.55","179.53","174.41","","0.24%"
"09/17/2020","177.38","173.89","178.45","170.75","","2.01%"
"09/16/2020","173.89","165.88","174.53","165.88","","4.83%"
"09/15/2020","165.88","161.62","167.05","160.76","","2.64%"
"09/14/2020","161.62","161.97","163.36","159.74","","-0.23%"
"09/11/2020","161.99","161.73","164.01","159.29","","0.02%"
"09/10/2020","161.97","164.61","165.73","161.42","","-1.96%"
"09/09/2020","165.21","158.36","166.91","157.57","","3.46%"
"09/08/2020","159.68","170.32","170.80","156.99","","-7.57%"
"09/04/2020","172.75","178.88","181.88","170.97","","-3.87%"
"09/03/2020","179.70","180.31","181.53","174.75","","-0.34%"
"09/02/2020","180.31","185.74","187.65","179.14","","-2.92%"
"09/01/2020","185.74","185.09","188.65","185.09","","0.35%"
"08/31/2020","185.09","186.65","189.26","184.87","","-0.84%"
"08/28/2020","186.65","186.95","188.56","185.52","","-0.16%"
"08/27/2020","186.95","188.34","188.73","184.04","","-0.81%"
"08/26/2020","188.47","188.30","190.12","186.82","","0.09%"
"08/25/2020","188.30","184.52","189.17","184.26","","1.71%"
"08/24/2020","185.13","184.52","186.21","183.43","","0.66%"
"08/21/2020","183.91","185.99","186.56","180.09","","-1.12%"
"08/20/2020","185.99","187.25","187.25","180.96","","-0.67%"
"08/19/2020","187.25","187.30","187.69","184.82","","-0.02%"
"08/18/2020","187.29","187.51","188.03","184.21","","-0.12%"
"08/17/2020","187.51","183.78","187.73","182.86","","2.03%"
"08/14/2020","183.77","184.69","186.08","182.17","","-0.49%"
"08/13/2020","184.69","186.49","187.23","184.03","","-1.00%"
"08/12/2020","186.56","181.89","187.49","181.57","","2.57%"
"08/11/2020","181.89","183.27","187.49","181.54","","-0.76%"
"08/10/2020","183.27","180.16","184.91","180.16","","1.73%"
"08/07/2020","180.16","183.62","184.49","179.55","","-1.74%"
"08/06/2020","183.35","184.84","186.41","181.87","","-0.57%"
"08/05/2020","184.40","181.69","190.17","181.30","","1.18%"
"08/04/2020","182.26","177.89","183.92","175.44","","1.68%"
